organization_group_id,organization_group_name,petitioner_company_id,petitioner_company_name,petitioner_company_of_primary_beneficiary,beneficiary_id,fn_case_id,beneficiary_type,beneficiary_record_opened_date,beneficiary_status,beneficiary_record_retired_date,beneficiary_last_name,beneficiary_first_name,beneficiary_full_name,primary_beneficiary_id,primary_beneficiary_last_name,primary_beneficiary_first_name,relation,gender,date_of_birth,country_of_birth,country_of_citizenship,alien_number,date_of_last_entry_into_the_us,i94_number,i94_status,i94_valid_from,i94_exp_date,current_status,current_status_exp_date,i797_valid_from,i797_exp_date,final_niv_hl_status_valid_from,final_niv_maxout_date,i129s_exp_date,ped_petition_end_date,ead_type,ead_exp_date,ap_exp_date,ds2019_valid_from,ds2019_exp_date,re_entry_permit_exp_date,green_card_exp_date,passport_number,passport_issuing_country,passport_valid_from,passport_exp_date,visa_type,visa_issue_date,visa_exp_date,visa_priority_green_card_method,primary_visa_priority_date,primary_visa_priority_category,primary_visa_country_of_chargeability,visa_priority_note,track_filed,green_card_method,employee_id,work_email_id,current_employer,management_info_employee_id,management_info_department,management_info_dept_group,management_info_dept_number,business_unit_code,hr_info_client_billing_code,job_title,job_location_street,job_location_city,job_location_state,hire_date,management_info_manager,management_info_manager_email,management_info_second_level_manager,management_info_second_level_manager_email,management_info_partner_name,management_info_partner_email,management_info_cost_center,management_info_cost_center_number,management_info_client_billing_code,management_info_business_unit_code,management_info_job_title,management_info_job_status,management_info_job_code,management_info_job_start_date,management_info_job_end_date,management_info_work_address,management_info_job_location_city,management_info_job_location_state
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626090124,417209,Primary,5/16/2016,Active,0100-01-01,LN 51,FN 51,"LN 51, FN 51",,,,,F,2/20/1978,India,India,123456789,7/16/2019,123456789A1,H-1B,7/16/2019,5/31/2025,H-1B,5/31/2025,0100-01-01,5/31/2025,0100-01-01,4/4/4000,0100-01-01,0100-01-01,Based on AOS,11/18/2023,11/18/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,7/5/2019,5/31/2022,AOS,11/14/2013,Emp: 2nd,India,Charter I-140 Approved (MGM 1.31.22); Interfile submitted 6/20/22,Track Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,Atlanta,GA,6/27/2016,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,6/27/2016,0100-01-01,"100 Test Drive, Atlanta, GA 30303",Atlanta,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626215493,417842,Primary,9/22/2016,Active,0100-01-01,LN 81,FN 81,"LN 81, FN 81",,,,,M,3/22/1978,India,India,,11/18/2019,123456789A1,H1B,1/2/2018,0100-01-01,H-1B,9/30/2025,0100-01-01,9/30/2025,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,NA,India,0100-01-01,1/1/2027,,10/16/2019,9/30/2022,AOS,9/21/2021,Emp: 2nd,India,I-140 Approved with Charter 6.9.22 amf,Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,11/21/2016,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,11/21/2016,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626215552,417863,Primary,9/22/2016,Active,0100-01-01,LN 90,FN 90,"LN 90, FN 90",,,,,M,3/31/1978,India,India,123456789,9/25/2017,IOE1010101010,H-1B,9/25/2017,5/22/2023,H-1B,5/12/2023,0100-01-01,5/12/2023,4/9/2007,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,9/6/2017,3/31/2020,AOS,5/23/2011,Emp: 3rd,India,I-140 w/prior ER; Charter PERM filed 3/16/22 & pending [5.1.22 MMD],Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,12/16/2019,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,12/16/2019,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626218505,417912,Primary,9/28/2016,Active,0100-01-01,LN 115,FN 115,"LN 115, FN 115",,,,,M,4/25/1978,India,India,123456789,1/12/2021,123456789A1,H-1B,12/24/2019,1/11/2024,H-1B,5/9/2025,0100-01-01,5/9/2025,0100-01-01,4/4/4000,1/21/2024,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,1/9/2018,1/11/2021,AOS,9/7/2016,Emp: 2nd,India,Charter I-140 [10.13.21 KAP],Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,TWC,C-Ops,,Cable Ops,,Test Title 1,,,,6/30/2014,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,6/30/2014,0100-01-01,,,
,,625523852,Dependent,"Charter Communications, Inc.",626218549,417904,Dependent,9/28/2016,Active,0100-01-01,LN 127,FN 127,"LN 127, FN 127",626218546,,,Spouse,F,5/7/1978,India,India,123456789,1/23/2022,123456789A1,H-4,1/23/2022,8/10/2024,H-4,7/30/2021,0100-01-01,7/30/2021,0100-01-01,0100-01-01,0100-01-01,0100-01-01,C26 (H-4 EAD),7/30/2021,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,10/20/2017,12/16/2018,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626218564,417889,Primary,9/28/2016,Active,0100-01-01,LN 131,FN 131,"LN 131, FN 131",,,,,M,5/11/1978,India,India,,5/27/2017,123456789A1,H-1B,5/27/2017,9/30/2025,H-1B,9/30/2025,0100-01-01,9/30/2025,10/1/2013,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,2/16/2016,11/2/2018,AOS,9/29/2018,Emp: 2nd,India,Charter I-140 Approved,Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,TWC,C-Ops,,Cable Ops,,Test Title 1,,,,11/30/2015,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,11/30/2015,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626218576,417905,Primary,9/28/2016,Active,0100-01-01,LN 136,FN 136,"LN 136, FN 136",,,,,M,5/16/1978,India,India,123456789,5/8/2017,123456789A1,H-1B,5/8/2017,2/24/2025,H-1B,2/24/2025,0100-01-01,2/24/2025,5/28/2012,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,3/20/2020,12/9/2021,AOS,12/6/2017,Emp: 3rd,India,Charter I-140 [10.8.21 KAP],Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,TWC,C-Ops,,Cable Ops,,Test Title 1,,,,7/1/2014,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,7/1/2014,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626218594,417914,Primary,9/29/2016,Active,0100-01-01,LN 138,FN 138,"LN 138, FN 138",,,,,M,5/18/1978,India,India,,2/14/2019,123456789A1,H-1B,2/14/2019,4/19/2023,H-1B,4/19/2023,0100-01-01,4/19/2023,4/16/2011,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,NA,India,0100-01-01,1/1/2027,,4/17/2017,12/22/2019,AOS,1/14/2016,Emp: 2nd,India,I-140 w/prior ER; PERM in process [10.13.21 KAP],Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,TWC,C-Ops,,Cable Ops,,Test Title 1,,,,2/9/2015,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,2/9/2015,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626218704,417901,Primary,9/29/2016,Active,0100-01-01,LN 161,FN 161,"LN 161, FN 161",,,,,M,6/10/1978,India,India,123456789,6/20/2019,123456789A1,H-1B,6/20/2019,4/21/2022,H-1B  ,4/11/2022,0100-01-01,4/11/2022,2/1/2011,4/4/4000,0100-01-01,0100-01-01,Based on AOS,12/9/2023,12/9/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,6/10/2019,4/11/2022,AOS,9/18/2014,Emp: 2nd,India,Charter I-140 & AOS pending under EB-3 [10.13.21 KAP]; Interfile Req Fld 07/22,Track Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,TWC,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,Atlanta,GA,6/4/2013,John Doe,manager@test.com,John Doe,,,,,,,Cable Ops,Test Title 1,,,6/4/2013,0100-01-01,"100 Test Drive, Atlanta, GA 30303",Atlanta,GA
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626218705,417903,Primary,9/29/2016,Active,0100-01-01,LN 162,FN 162,"LN 162, FN 162",,,,,M,6/11/1978,India,India,123456789,10/3/2020,123456789A1,H-1B,10/3/2020,11/28/2022,H-1B,11/28/2022,0100-01-01,11/28/2022,11/29/2010,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,2/26/2020,11/28/2022,AOS,10/26/2015,Emp: 2nd,India,I-140 w/prior ER [10.7.21 KAP],Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,TWC,C-Ops,,Cable Ops,,Test Title 1,,,,7/16/2014,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,7/16/2014,0100-01-01,,,
,,625523852,Dependent,"Charter Communications, Inc.",626218710,417903,Dependent,9/29/2016,Active,0100-01-01,LN 163,FN 163,"LN 163, FN 163",626218705,,,Spouse,F,6/12/1978,India,India,,10/3/2020,123456789A1,H4,10/3/2020,11/28/2022,H-4,11/28/2022,0100-01-01,11/28/2022,0100-01-01,4/4/4000,0100-01-01,0100-01-01,Based on H-4,11/28/2022,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,India,0100-01-01,1/1/2027,,2/26/2020,11/28/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626218721,417896,Primary,9/29/2016,Retired,9/28/2022,LN 166,FN 166,"LN 166, FN 166",,,,,M,6/15/1978,India,India,123456789,2/9/2020,123456789A1,H-1B,2/9/2020,2/8/2023,LPR,3/20/2025,0100-01-01,3/20/2025,5/25/2008,4/4/4000,0100-01-01,0100-01-01,Based on AOS,2/8/2024,2/8/2024,0100-01-01,0100-01-01,0100-01-01,9/13/2032,A123456,India,1/1/2017,1/1/2027,,2/5/2020,2/26/2023,AOS,6/24/2013,Emp: 2nd,India,Charter I-140 [10.13.21 KAP] Interfile submitted,Track Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,TWC,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,,,7/1/2011,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,7/1/2011,0100-01-01,"100 Test Drive, Atlanta, GA 30303",,
,,625523852,Dependent,"Charter Communications, Inc.",626218722,417896,Dependent,9/29/2016,Retired,9/28/2022,LN 167,FN 167,"LN 167, FN 167",626218721,,,Spouse,F,6/16/1978,India,India,123456789,2/9/2020,123456789A1,H-4,2/9/2020,6/25/2022,LPR,3/20/2025,0100-01-01,3/20/2025,0100-01-01,0100-01-01,0100-01-01,0100-01-01,H-4 EAD,3/20/2025,0100-01-01,0100-01-01,0100-01-01,0100-01-01,8/22/2032,,India,0100-01-01,1/1/2027,,2/5/2020,2/26/2023,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
,,625523852,Dependent,"Charter Communications, Inc.",626218744,417899,Dependent,9/29/2016,Active,0100-01-01,LN 175,FN 175,"LN 175, FN 175",626218701,,,Spouse,F,6/24/1978,India,India,123456789,8/11/2020,123456789A1,H-4,8/11/2020,1/2/2025,H-4 / AOS Pending,1/2/2025,0100-01-01,1/2/2025,0100-01-01,0100-01-01,0100-01-01,0100-01-01,Based on H-4,1/2/2025,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,India,0100-01-01,1/1/2027,,6/5/2020,9/20/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
,,625523852,Dependent,"Charter Communications, Inc.",626218811,417901,Dependent,9/30/2016,Active,0100-01-01,LN 180,FN 180,"LN 180, FN 180",626218704,,,Spouse,F,6/29/1978,India,India,123456789,6/20/2019,123456789A1,H-4,6/20/2019,4/11/2025,H-4,4/11/2025,0100-01-01,4/11/2025,0100-01-01,0100-01-01,0100-01-01,0100-01-01,Based on H-4,4/11/2025,10/20/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,0100-01-01,1/1/2027,,6/10/2019,4/11/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626226290,418024,Primary,10/27/2016,Active,0100-01-01,LN 188,FN 188,"LN 188, FN 188",,,,,M,7/7/1978,India,India,,11/7/2015,123456789A1,TN,11/7/2015,8/18/2025,TN-1,8/18/2025,0100-01-01,8/18/2025,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,NA,India,0100-01-01,1/1/2027,,10/1/2017,9/12/2020,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,CHARTER,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,Atlanta,GA,0100-01-01,John Doe,,,,,,,,,Cable Ops,Test Title 1,,,0100-01-01,0100-01-01,"100 Test Drive, Atlanta, GA 30303",Atlanta,GA
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626226339,418021,Primary,10/27/2016,Active,0100-01-01,LN 190,FN 190,"LN 190, FN 190",,,,,M,7/9/1978,India,India,,10/25/2019,123456789A1,TN,10/25/2019,9/30/2025,TN-1,9/30/2025,0100-01-01,9/30/2025,0100-01-01,6/6/6000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,,,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,11/7/2016,John Doe,manager@test.com,John Doe,,,,,,,Cable Ops,Test Title 1,Possible FY 2021Bachelor's,,11/7/2016,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626228241,418270,Primary,11/11/2016,Active,0100-01-01,LN 193,FN 193,"LN 193, FN 193",,,,,M,7/12/1978,India,India,,4/11/2017,123456789A1,H-1B,4/11/2017,7/31/2024,H-1B,7/31/2024,0100-01-01,7/31/2024,0100-01-01,2/27/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,0100-01-01,0100-01-01,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,,,9/2/2014,John Doe,manager@test.com,John Doe,,,,,,,Cable Ops,Test Title 1,FY 2019,,9/2/2014,0100-01-01,"100 Test Drive, Atlanta, GA 30303",,
,,625523852,Dependent,"Charter Communications, Inc.",626228717,417914,Dependent,11/16/2016,Active,0100-01-01,LN 194,FN 194,"LN 194, FN 194",626218594,,,Spouse,F,7/13/1978,India,India,123456789,2/14/2019,123456789A1,H-4,2/14/2019,4/19/2023,H-4,4/19/2023,0100-01-01,4/19/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,Based on H-4,4/19/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,NA,India,0100-01-01,1/1/2027,,4/17/2017,12/22/2019,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
