organization_group_id,organization_group_name,petitioner_id,petitioner_name,petitioner_of_primary_beneficiary,beneficiary_id,fn_case_id,beneficiary_type,beneficiary_record_opened_date,beneficiary_status,beneficiary_retired_date,beneficiary_last_name,beneficiary_first_name,full_name,primary_fnl_id,primary_last_name,primary_first_name,primary_full_name,relationship,i94_status,i94_expiration,current_status,current_status_expiration,process_date_opened,process_id,process_petition_id,process_type,process_reference,current_process,current_process_type,filed_date,receipt_number,receipt_date,rfe_received,rfe_due_date,rfe_docs_requested,rfe_docs_received,rfe_response_submitted,audit_notice_received,audit_response_sent_to_dol,process_status,final_action,final_action_date,last_process_activity,last_process_activity_date,days_since_last_activity,next_unfinished_reminder_subject,next_unfinished_reminder_expiry,summary_case_disposition,approval_date,date_status_valid_from,date_status_valid_to,date_closed,priority_date,visa_preference_category,visa_priority_country,partner_id,partner_last_name,partner_first_name,associate_id,associate_last_name,associate_first_name,supervisory_paralegal_id,supervisory_paralegal_last_name,supervisory_paralegal_first_name,paralegal_id,paralegal_last_name,paralegal_first_name,account_manager_id,account_manager_last_name,account_manager_first_name,special_instruction_flag,special_instruction_info,hr_instruction_flag,client_billing_code,online_intake_date,questionnaire_sent_to_manager,questionnaires_sent_to_fn,follow_up_with_fn_for_requested_information,questionnaire_completed_and_returned_by_manager,questionnaire_completed_and_returned_by_fn,employer_submission_questionnaire_completed,all_petitioning_company_info_received,all_fn_docs_received,fn_completed_questionnaires_and_acknowledgement,fn_questionnaires_completed,lca_filed,lca_case_number,lca_certified,forms_and_documentation_prepped,forms_and_documentation_submitted_for_signature,signed_forms_and_letter_received,date_aos_forms_sent_for_signature,date_signed_aos_forms_received,target_file_date,petition_application_filed,application_filed_with_cis,petition_filed_with_cis,form_i129_filed_with_cis,aos_application_filed,tn_packet_sent_to_fn_for_poe_processing,appeal_motion_due_date,appeal_motion_filed,consular_interview_date,supplemental_brief_docs_filed,docket_date_balca,withdrawal_request_sent_to_uscis,withdrawal_request_confirmed_by_dol_uscis,approval_package_sent,h1b_registration_submitted,h1b_registration_result,h1b_cap_registration_selected,h1b_cap_registration_result,i907_filed_upgraded_to_prem_processing,premium_processing_fee_received_from_fn,receipt_date,i485_receipt_date,i485j_portability_receipt_date,i131_receipt_date,ap_receipt_notice_received,ead_receipt_notice_received,petitioning_job_title,petitioning_job_location,perm_memo_sent_to_employer,approval_of_perm_memo_received,employee_work_experience_chart_sent,employee_work_experience_chart_received,employment_verification_letters_sent_to_employee,signed_employment_verification_letters_received,prevailing_wage_determination_request_submitted_to_dol,prevailing_wage_determination_issued_by_dol,pwd_expiration_date,recruitment_instructions_sent_to_company,job_order_placed_with_swa,notice_of_filing_posted,intranet_notice_of_filing_posted,notice_of_filing_removed_signed,intranet_notice_of_filing_removed,_1st_sunday_ad_placed,_2nd_sunday_ad_placed,_1st_additional_recruitment_step_placed,_2nd_additional_recruitment_step_placed,_3rd_additional_recruitment_step_placed,dated_copies_of_all_recruitment_received,completed_evaluation_questionnaires_and_resumes_received,recruitment_report_sent_to_company,recruitment_report_received,form_9089_sent_to_fn_and_employer,edits_to_form_9089_received_from_fn_and_employer,form_9089_submitted_to_dol,date_labor_certification_expires,input_call_conducted,input_statement_received,case_strategy_and_letters_plan_sent,long_letter_sent_to_fn,short_letters_sent_to_fn,cgfns_visa_screen_received,immigrant_visa_fee_bill_received_from_nvc,immigrant_visa_fee_paid_to_nvc,ds_260_ready_for_review_or_ds_260_prepared_by_fn,ds_260_submitted_online,supporting_documents_sent_to_nvc,case_transferred_to_consulate,appointment_packet_received_from_nvc,consular_processing_interview_date,fn_prepped_for_interview,immigrant_visa_issued,date_immigrant_visa_expires,fn_admitted_as_lpr,alien_registration_card_received,date_lpr_status_valid_from,date_lpr_status_valid_to
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627112364,424619,Primary,12/16/2019,Active,0100-01-01,LN 1816,FN 1816,"LN 1816, FN 1816",,,,,,H-1B,11/9/2025,H-1B,11/9/2025,8/5/2022,626521845,100003034,H-1B Professional,Extension,TRUE,H-1B Professional,9/12/2022,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Closed,Granted,9/20/2022,Date Status Valid To,11/9/2025,-1123,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,9/20/2022,1/14/2023,11/9/2025,9/27/2022,0100-01-01,,INDIA,625025245,Madera,Michele,625056646,Gouz,Natalia,625071186,DuPree,Meredith,625073736,Evans,Hannah,625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022",,,8/5/2022,,8/5/2022,0100-01-01,,,,8/9/2022,8/5/2022,8/5/2022,,8/18/2022,I-200-22230-423924,8/25/2022,8/23/2022,8/29/2022,8/29/2022,,,9/20/2022,,,9/12/2022,,,,,,0100-01-01,,,0100-01-01,0100-01-01,9/27/2022,,,,,9/12/2022,0100-01-01,9/13/2022,,,,,,Test Title 1,"100 Test Drive, Atlanta GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627113140,427116,Primary,12/17/2019,Active,0100-01-01,LN 1822,FN 1822,"LN 1822, FN 1822",,,,,,F-1,0100-01-01,F-1,0100-01-01,2/7/2022,626486151,610009719,H-1B Cap FY2023,Cap/Change of Status,TRUE,H-1B Cap FY2023,6/23/2022,,,7/1/2022,10/1/2022,7/26/2022,8/22/2022,0100-01-01,,,Open,,0100-01-01,RFE Due Date,10/1/2022,12,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,INDIA,625025245,Madera,Michele,625025245,Madera,Michele,625071186,DuPree,Meredith,625073385,Devlin,Sean,625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022",,Bachelor's Cap,2/7/2022,,,0100-01-01,,,,2/11/2022,2/11/2022,,2/11/2022,6/1/2022,I-200-22152-232438,6/8/2022,6/6/2022,6/8/2022,6/13/2022,,,6/30/2022,,,6/23/2022,,,,,,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,,,3/26/2022,3/26/2022,0100-01-01,0100-01-01,6/27/2022,,,,,,Test Title 1,"100 Test Drive, Atlanta GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627113309,424839,Primary,12/18/2019,Active,0100-01-01,LN 1823,FN 1823,"LN 1823, FN 1823",,,,,,H-1B,9/30/2025,H-1B,9/30/2025,2/28/2022,626490821,610009719,H-1B Cap FY2023,Cap/Change of Status,FALSE,H-1B Professional,6/7/2022,,,6/14/2022,9/9/2022,0100-01-01,8/3/2022,9/23/2022,,,Open,Granted,9/30/2022,Date Status Valid To,9/30/2025,-1083,Expiration Date - I-94,9/30/2025,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,9/30/2022,10/1/2022,9/30/2025,0100-01-01,0100-01-01,,INDIA,625025245,Madera,Michele,625025245,Madera,Michele,625071237,Brown,Tameka,625025233,Olexson,Megan,625071237,Brown,Tameka,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022","180 days: April 23, 2022 [EFC]",U.S. Master's Cap,2/28/2022,,,0100-01-01,,,,2/28/2022,3/7/2022,,3/7/2022,4/20/2022,I-200-22110-089287,5/3/2022,5/11/2022,5/20/2022,5/23/2022,,,6/29/2022,,,6/7/2022,,,,,,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,,,3/26/2022,3/26/2022,0100-01-01,0100-01-01,6/8/2022,,,,,,Test Title 1,"100 Test Drive, Atlanta GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627113309,424839,Primary,12/18/2019,Active,0100-01-01,LN 1823,FN 1823,"LN 1823, FN 1823",,,,,,H-1B,9/30/2025,H-1B,9/30/2025,5/12/2022,626506454,610004897,I-539 Dependent Application,Please Select,FALSE,H-1B Professional,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Closed,,0100-01-01,Forms and Documentation Submitted for Signature,5/20/2022,146,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,0100-01-01,0100-01-01,5/12/2022,0100-01-01,,INDIA,625025245,Madera,Michele,625025245,Madera,Michele,625071237,Brown,Tameka,625025233,Olexson,Megan,625071237,Brown,Tameka,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022","180 days: April 23, 2022 [EFC]",,0100-01-01,,0100-01-01,0100-01-01,,,,,0100-01-01,0100-01-01,,,,,0100-01-01,5/20/2022,0100-01-01,,,0100-01-01,,,0100-01-01,,,,,,0100-01-01,,,,,0100-01-01,,,,,,0100-01-01,0100-01-01,,,,,,Test Title 1,"100 Test Drive, Atlanta GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627113309,424839,Primary,12/18/2019,Active,0100-01-01,LN 1823,FN 1823,"LN 1823, FN 1823",,,,,,H-1B,9/30/2025,H-1B,9/30/2025,10/11/2022,626534054,100003034,H-1B Professional,Amendment (with Extension),TRUE,H-1B Professional,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Open,,0100-01-01,,10/11/2022,2,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,INDIA,625025245,Madera,Michele,625064273,Dempsey,Allie,625071237,Brown,Tameka,625025233,Olexson,Megan,625071237,Brown,Tameka,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022","180 days: April 23, 2022 [EFC]",,10/11/2022,,10/11/2022,0100-01-01,,,,10/11/2022,0100-01-01,0100-01-01,,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,0100-01-01,,,0100-01-01,,,,,,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,,,,,0100-01-01,0100-01-01,0100-01-01,,,,,,Test Title 1,"100 Test Drive, Atlanta GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627113528,424627,Primary,12/18/2019,Active,0100-01-01,LN 1824,FN 1824,"LN 1824, FN 1824",,,,,,H1B,1/7/2023,H-1B,1/7/2023,8/5/2022,626521735,100003034,H-1B Professional,Extension,TRUE,H-1B Professional,9/30/2022,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Open,,0100-01-01,Receipt Date,10/3/2022,10,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,India,625025245,Madera,Michele,625056646,Gouz,Natalia,625071186,DuPree,Meredith,625074539,Benson,Emma,625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022","180 days: April 23, 2022 [EFC]",,8/5/2022,,8/5/2022,0100-01-01,,,,8/5/2022,8/5/2022,8/5/2022,,9/7/2022,I-200-22250-458063,9/14/2022,9/21/2022,9/21/2022,9/21/2022,,,9/30/2022,,,9/30/2022,,,,,,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,,,,,9/30/2022,0100-01-01,10/3/2022,,,,,,Test Title 1,"100 Test Drive, Atlanta GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627113531,424628,Primary,12/18/2019,Active,0100-01-01,LN 1825,FN 1825,"LN 1825, FN 1825",,,,,,H-1B,8/9/2025,H-1B,8/9/2025,2/7/2022,626485801,100003010,I-140 LC Required,EB-2/Adv. Degree Professional,FALSE,H-1B Professional,3/17/2022,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Closed,Granted,3/23/2022,,3/24/2022,203,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,3/23/2022,,,3/24/2022,8/6/2021,Emp: 2nd,India,625025245,Madera,Michele,625025245,Madera,Michele,625071186,DuPree,Meredith,625025233,Olexson,Megan,625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022",,,2/7/2022,,,0100-01-01,,,,,0100-01-01,,,,,,3/14/2022,3/16/2022,3/16/2022,,,0100-01-01,,,3/17/2022,,,,,,,,,,,0100-01-01,,,,,0100-01-01,0100-01-01,3/18/2022,,,,,,Test Title 1,"100 Test Drive, Atlanta GA",,,,,,,,,0100-01-01,,,,,,,,,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,,,,,,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627113531,424628,Primary,12/18/2019,Active,0100-01-01,LN 1825,FN 1825,"LN 1825, FN 1825",,,,,,H-1B,8/9/2025,H-1B,8/9/2025,5/9/2022,626505654,100003034,H-1B Professional,Extension,TRUE,H-1B Professional,7/13/2022,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Closed,Granted,7/22/2022,Date Status Valid To,8/9/2025,-1031,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,7/22/2022,8/10/2022,8/9/2025,9/1/2022,8/6/2021,Emp: 2nd,India,625025245,Madera,Michele,625025245,Madera,Michele,625071186,DuPree,Meredith,625073385,Devlin,Sean,625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022",,,5/9/2022,,5/9/2022,0100-01-01,,,,5/9/2022,5/9/2022,5/9/2022,,7/6/2022,I-200-22187-334399,7/13/2022,7/7/2022,7/13/2022,7/13/2022,,,7/18/2022,,,7/13/2022,,,,,,0100-01-01,,,0100-01-01,0100-01-01,8/22/2022,,,,,0100-01-01,0100-01-01,7/14/2022,,,,,,,"100 Test Drive, Atlanta GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627113570,424629,Primary,12/18/2019,Active,0100-01-01,LN 1826,FN 1826,"LN 1826, FN 1826",,,,,,H-1B,1/12/2023,H-1B,1/12/2023,8/5/2022,626521796,100003034,H-1B Professional,Extension,FALSE,AOS Employment,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Open,,0100-01-01,Target File Date,9/16/2022,27,Expiration Date - I-140 Filing Deadline,3/11/2023,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,0100-01-01,0100-01-01,0100-01-01,1/18/2011,Emp: 2nd,INDIA,625025245,Madera,Michele,625056646,Gouz,Natalia,625071186,DuPree,Meredith,625068158,Sabbagh,Doaa,625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022","180 days: April 23, 2022 [EFC]",,8/5/2022,,8/5/2022,0100-01-01,,,,0100-01-01,8/5/2022,8/5/2022,,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,9/16/2022,,,0100-01-01,,,,,,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,,,,,0100-01-01,0100-01-01,0100-01-01,,,,,,Test Title 1,"100 Test Drive, Atlanta GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627113570,424629,Primary,12/18/2019,Active,0100-01-01,LN 1826,FN 1826,"LN 1826, FN 1826",,,,,,H-1B,1/12/2023,H-1B,1/12/2023,9/14/2022,626528878,100003010,I-140 LC Required,,FALSE,AOS Employment,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Open,,0100-01-01,Date Labor Certification Expires,3/11/2023,-149,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,,,0100-01-01,1/18/2011,Emp: 2nd,INDIA,625025245,Madera,Michele,625056646,Gouz,Natalia,625071186,DuPree,Meredith,625055857,Boroughs,Zoe,625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022","180 days: April 23, 2022 [EFC]",,9/14/2022,,,0100-01-01,,,,,10/4/2022,,,,,,10/7/2022,0100-01-01,0100-01-01,,,0100-01-01,,,0100-01-01,,,,,,,,,,,0100-01-01,,,,,0100-01-01,0100-01-01,0100-01-01,,,,,,Test Title 1,"100 Test Drive, Atlanta GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,3/11/2023,,,,,,,,,,,,,,,,,,,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,627113570,424629,Primary,12/18/2019,Active,0100-01-01,LN 1826,FN 1826,"LN 1826, FN 1826",,,,,,H-1B,1/12/2023,H-1B,1/12/2023,9/14/2022,626528880,100003013,AOS Employment,AOS Primary (Emp Based),TRUE,AOS Employment,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Open,,0100-01-01,AOS Application Prepared,10/7/2022,6,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,,,0100-01-01,1/18/2011,Emp: 2nd,INDIA,625025245,Madera,Michele,625056646,Gouz,Natalia,625071186,DuPree,Meredith,625055857,Boroughs,Zoe,625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022","180 days: April 23, 2022 [EFC]",,9/14/2022,,9/14/2022,0100-01-01,,,,,10/4/2022,9/19/2022,,,,,,,,0100-01-01,0100-01-01,0100-01-01,,,,,0100-01-01,,,,,,,,,0100-01-01,,,,,,,,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,Test Title 1,"100 Test Drive, Atlanta GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0100-01-01,0100-01-01,0100-01-01
,,625523852,Dependent,"Charter Communications, Inc.",627113750,2209-0-72886250,Dependent,12/18/2019,Active,0100-01-01,LN 1827,FN 1827,"LN 1827, FN 1827",627113531,,,,Spouse,F1,0100-01-01,See Addendum,0100-01-01,9/12/2022,626528411,610004897,I-539 Dependent Application,H-4,TRUE,,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Open,,0100-01-01,,9/12/2022,31,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,INDIA,625025245,Madera,Michele,625056646,Gouz,Natalia,625071186,DuPree,Meredith,625073385,Devlin,Sean,625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022",,,9/12/2022,,9/12/2022,0100-01-01,,,,,0100-01-01,0100-01-01,,,,,0100-01-01,0100-01-01,0100-01-01,,,0100-01-01,,,0100-01-01,,,,,,0100-01-01,,,,,0100-01-01,,,,,,0100-01-01,0100-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,625523852,Dependent,"Charter Communications, Inc.",627113750,2209-0-72886250,Dependent,12/18/2019,Active,0100-01-01,LN 1827,FN 1827,"LN 1827, FN 1827",627113531,,,,Spouse,F1,0100-01-01,See Addendum,0100-01-01,9/12/2022,626528414,100003020,I-765 EAD,H-4,FALSE,,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Open,,0100-01-01,,9/12/2022,31,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,INDIA,,,,625056646,Gouz,Natalia,625071186,DuPree,Meredith,625073385,Devlin,Sean,625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022",,,0100-01-01,,0100-01-01,0100-01-01,,,,,0100-01-01,0100-01-01,,,,,0100-01-01,0100-01-01,,,,0100-01-01,,0100-01-01,,,,,,,,,,,,0100-01-01,,,,,,0100-01-01,0100-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,625523852,Dependent,"Charter Communications, Inc.",627114168,424569,Dependent,12/19/2019,Active,0100-01-01,LN 1828,FN 1828,"LN 1828, FN 1828",627108642,,,,Spouse,H-4,1/1/2023,H-4,1/1/2023,8/8/2022,626521932,610004897,I-539 Dependent Application,Extension,TRUE,,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Open,,0100-01-01,Filing check(s) requested,10/4/2022,9,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,India,625025245,Madera,Michele,625056646,Gouz,Natalia,625071186,DuPree,Meredith,625071166,Hsu,Zhi-Shui (Shay),625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022",,,8/8/2022,,8/8/2022,0100-01-01,,,,,0100-01-01,0100-01-01,,,,,9/15/2022,10/4/2022,0100-01-01,,,0100-01-01,,,0100-01-01,,,,,,0100-01-01,,,,,0100-01-01,,,,,,0100-01-01,0100-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,625523852,Dependent,"Charter Communications, Inc.",627114168,424569,Dependent,12/19/2019,Active,0100-01-01,LN 1828,FN 1828,"LN 1828, FN 1828",627108642,,,,Spouse,H-4,1/1/2023,H-4,1/1/2023,8/8/2022,626521934,100003020,I-765 EAD,H-4,FALSE,,0100-01-01,,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,Open,,0100-01-01,Forms and Documentation Prepped,9/15/2022,28,,,02/22/2022: Will be out of country during April; file H-1B AFTER he returns - rl,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,India,625025245,Madera,Michele,625056646,Gouz,Natalia,625071186,DuPree,Meredith,625071166,Hsu,Zhi-Shui (Shay),625071186,DuPree,Meredith,EVL received from FN 8/9/2022; ZXH will draft LCA [zxh 9/27],"Billings: $100 as of 10/12/2022
Collections: $50.00 as of 10/12/2022
Trust: no data as of 10/12/2022
WIP: $0.00 as of 10/12/2022
Details are not shown. Only time records found in 10/12/2022 export
Last Trust: no data as of 10/12/2022
Write-Offs: $0.00 as of 10/12/2022",,,8/8/2022,,8/8/2022,0100-01-01,,,,,0100-01-01,0100-01-01,,,,,9/15/2022,0100-01-01,,,,0100-01-01,,0100-01-01,,,,,,,,,,,,0100-01-01,,,,,,0100-01-01,0100-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
